run0,run1,run2,run3,run4,run5,run6,run7,run8,run9
-102.40815327067185,-204.53327942229626,-235.21190121338032,-303.55726364679384,-148.771123920584,-50.53660627400464,-76.90003469133529,-156.70394642083798,-264.50381387453604,-271.21067738368816
70.40257260307287,-160.08600998574673,-122.03485057928292,-210.0456588874043,-35.539269027736246,44.02310122678763,-10.811610245764044,-53.55969111195159,-163.49659710747582,-142.14475021397206
242.7173430080241,-81.70622634150148,98.41964316178965,-95.27278202418506,66.68658385060229,137.18682152558097,92.42214400040496,-4.283661913381535,-71.41314625653793,-18.4479283708544
279.6498829227126,-29.201010024822736,168.54834896767412,-9.556327214471356,143.5009047206451,191.90076953221572,222.43753023111344,66.42053293902809,-33.50576371423315,18.55789142612853
306.47943175304323,20.18855877727166,181.12022716056563,18.029148891693247,225.26497860694482,241.70077988488785,342.2147001819971,132.4740170750052,5.407815673561744,36.20985255458514
390.7857111721004,87.22242503207133,174.3922148917191,15.638859585218642,230.07206315718238,293.90641024434535,419.3146119645015,208.24029262981458,45.573848125849416,69.17353911923514
545.957413417921,127.94109385141664,211.3943474595136,-6.661509354289447,316.05745069728715,347.24104356054886,445.5468228405915,226.02670578270997,66.8905664539313,91.94417873934178
416.80449462009904,189.2837356246368,233.667027470382,-26.804575866068653,424.72410340655364,395.88880532729127,446.8787693683357,270.85461850971745,144.3248985198061,104.50046853653248
451.6661248950444,230.4241300059536,257.442311319986,16.933676896020124,574.014824820942,403.7112858932656,474.2278616544666,347.754222480211,234.64621039714748,88.78472530549715
523.6114529217887,314.674878376222,334.0492913405822,41.59194793560464,603.6856226546597,440.97112423642176,497.6880199092839,378.6327830372328,232.1963912327742,125.46734184752424
649.1281274348913,399.76157647045767,489.9396609817522,76.12966571355447,541.4662219416464,399.89771234325417,538.1315671846077,364.18742487909066,274.75975758779714,177.11762108238986
722.9102695819305,314.85807844395265,559.5828259546129,187.63301215649156,625.4594815077943,509.28092108681676,484.98210553019936,465.84842834952264,289.30722605474824,262.32272647455125
684.3429474943775,457.6139471006445,548.1420841243029,278.13942041988355,657.2283558607006,565.839786269558,485.45408085723,670.6052119338469,316.4060584178163,272.55237539596754
692.407300232038,526.3306473348265,465.5434955567714,316.756454450916,529.6670809717211,581.6534865470262,474.9496822483428,779.215857602328,317.16199031093237,120.2159855205264
851.1507753717589,660.1212665444715,533.8435433699882,320.1230596661929,557.8116187561552,586.2696801435213,488.51436001412185,742.0119169116932,328.0579942071402,211.84105702263844
1006.9862421050784,536.8181947291812,589.4724563443319,398.47490197173516,490.88847875613,545.7615627504373,584.2247241775636,872.6777849968178,347.70817295362605,270.9142023870549
802.7044316971758,877.7542099257744,728.7906547608513,487.79439197208865,457.709989762723,660.8848506470997,741.6503398862178,974.8542600526404,404.01192050919127,331.22039496914243
936.426585036666,961.3202273336784,565.6283595135938,508.4977768020591,438.65874288153395,730.6805009071817,821.6069609314653,1029.2312404812467,429.0525838290513,359.8210684575608
1074.3127716704262,980.6730002498932,659.0607328061898,643.4574149500123,343.0089522382322,670.6630526119841,862.6062259140367,1064.434194353647,420.8674695593889,388.73167378042666
1095.197142691523,1072.4482337515594,622.867015144234,550.8939293344491,508.0646403884021,816.5470611857553,935.6508859763187,1166.1221065253405,464.19326282039975,370.81830906865883
1170.8151895266342,1001.3995852543072,481.3190836952188,650.2508239678282,638.0646513927409,889.7975210094312,916.5978323970396,1191.0349719103435,453.38151765661837,315.39591806858675
994.4044337664018,1085.3852477835846,677.0209835490118,631.7546950128983,729.99602105588,847.0245874244016,970.1255718575512,1195.5448550810827,440.84656266140985,366.6589528705481
1025.4070437557075,999.6396681863432,709.0886653056026,626.1493121627988,756.2624509118867,778.8818226398681,1027.9670636016604,1211.9359011601214,507.36046942320763,422.40714176437126
839.4302187931039,867.5575367964685,619.0792030583855,642.3412552239863,909.9936838531337,742.8594283965434,993.2599296893884,1270.6115585471046,506.7678617355362,359.65797427412986
615.4354215063104,989.4655720996581,419.7320435804062,653.8098008882198,942.5368055648012,872.0937465332478,991.5071729546976,1265.9590737161273,500.1383037182861,350.92287411617065
961.7708500626784,1120.5602478439341,541.6322115943724,650.2254743487032,995.0490272320179,892.1961018650836,907.1816646520044,1323.0614645188978,450.3968208099981,378.1258661490345
1111.7471654877877,1132.7117033561701,653.8328498373869,691.2463347459943,859.3326412945056,918.2741027644392,878.7573604462906,1381.898882055853,540.2782356036013,433.23609247004936
1039.1710310871615,1122.7307779860264,679.3176603542723,871.0853390113048,862.1811821294164,988.9765938511,892.1778334175383,1376.9058232824552,568.5881790020984,376.8608628106117
943.1591812733952,1144.5818532174212,713.7549745888147,757.4204007315024,948.7952777624608,1099.6415603765156,866.2240872360896,1347.5375254942267,584.5205961173543,422.3916338250916
740.488364964457,1238.2286919967585,798.7845881123193,710.9431248896975,968.7836410019037,1193.3909965305215,917.5824448461807,1307.0811220474125,548.128716312763,453.2506820015993
853.531475973289,1187.583165806573,807.1325452559637,801.7104102594586,1169.5402913908154,1208.607619177523,967.4678795676767,1327.547901846375,485.794282908295,460.0304162263796
893.7654148086592,1314.9900001585727,828.3102699082738,647.2994597822009,1219.3076784180564,1263.6918422671567,1024.368650124554,1359.9831400077685,489.6481207787284,487.2257943223154
974.6620328370883,1372.75636659714,845.667697188612,902.5468158400032,1246.9029819269067,1398.4448319501328,1054.2020480117085,1435.8526040946049,473.57436282131715,511.2827255012927
972.8358282816816,1209.114406589561,782.4570289604651,1048.7930508379407,1323.6487085780914,1434.073742344565,1061.9361261556442,1530.3899722001925,426.09387718028887,517.9687946937954
1147.383856046839,1291.1958469867845,531.3824519002702,855.4210874340806,1285.8212725196945,1510.639318216066,1142.2298933923005,1624.0738911148144,471.30722033257086,422.09478128945915
1090.5106853410282,1389.0701371431073,484.3455793441812,888.1361066998697,1269.2524175604242,1481.2776640643244,1195.3158807511793,1712.145143203912,544.6490244125869,448.1456370124868
1023.7377373019374,1396.8779285182193,641.9516976916389,885.6447042155479,1216.17855454122,1460.8107749487647,1225.444468741019,1742.556998881149,497.53194591272177,454.8015372254686
825.6416896586882,1436.4906894737571,669.8799074229448,1019.4295073560146,1148.725238854937,1539.7859357122366,1127.9434993598406,1786.8790281120373,413.2166768312906,412.7796575405513
887.3777869551046,1343.5694884717986,532.5263592904918,1065.2643808169623,1173.8949801840065,1637.0621753495354,1155.069456674955,1798.3604416426124,489.87273865201104,440.71135571854484
1133.9058142649014,1379.3315493539212,650.7349320629323,1060.5271216019464,1267.7258211447665,1663.6861072687,1164.3935558667254,1833.5952245618264,540.3073451398877,488.2588413805477
1162.3749104454373,1246.6670011593808,573.2190577196449,1150.4531575918172,1250.700339048058,1662.110936305445,1212.281110973206,1836.1577478568095,507.06876350303526,534.2380171145387
956.1692993662607,1422.664445854784,640.9334613350517,1039.0559323377706,1192.863810498653,1615.193712531421,1228.846907587924,1794.2192557611847,436.04926995672605,585.8411331983111
998.374202632178,1512.2808585289508,688.177357407498,980.017171119154,1221.43005557322,1646.302545945635,1301.3093826138995,1739.240351749526,501.22548479909136,625.3375950770022
1131.6108006972156,1540.7215807495975,820.6296498675581,1136.8796710570634,1240.9452959170928,1693.3974694810206,1211.6345801094374,1689.9455760617966,526.8635326574243,630.329362276696
1122.9172194127002,1554.5004715983334,935.0675836006417,1189.8972874801395,1200.2533028172365,1706.8550673735424,1247.5850406269515,1704.7734423112088,552.5738964262216,726.6502236765373
1056.2272826333506,1587.0320497066346,893.8647336957869,1321.7225388776935,1227.2884211729672,1655.4813706657862,1293.3825402376958,1815.1631178434961,562.6181417473525,782.7393374787837
1179.1560982140816,1583.6740918237424,822.1146893395093,1327.6346843704305,1025.3883222523743,1705.857780231784,1367.9450990093385,1876.7838914758333,523.9329111183893,697.5923248908417
1065.3160203914413,1590.8619246423364,781.1332039558088,1340.8499788591573,1213.8213460890945,1743.5670798695298,1395.5715608710916,1848.061497916833,589.8245424031431,787.7217155160002
1126.755446810697,1629.5099898362655,762.6228161539543,1188.9126859546725,1133.4151969018105,1794.6241542606933,1360.0549415981563,1898.3672577839786,587.0828171276821,769.6448226657424
1284.8889049723261,1572.6184863897906,770.2195416599352,1338.2935130101282,1343.6360118720786,1471.3408472253698,1416.7889932297885,1897.4784915365665,623.6450963422592,825.0157044844873
1269.7674769377265,1587.8097154941834,760.0601687036337,1296.6799751050646,1316.403952827901,1531.887004299605,1401.8192276547682,1767.1420367748215,598.0839519519931,790.7742734716439
1285.0312519374174,1560.494325539305,804.3185009975473,1378.3035159182732,1266.2849017809965,1627.8240126293967,1329.5205101775073,1823.202686548431,630.372479093424,722.6547609389248
1256.5949754220644,1655.093104035842,806.3056265296706,1367.3135096172364,1130.3629254346276,1648.6077972932046,1268.179348745358,1883.0336329152988,650.5455400505315,813.7383931697908
1273.4997311790871,1645.789072429257,678.4863777656925,1361.6381696266305,1203.1287577269325,1698.4959423378007,1316.871541058376,1931.2274125583065,625.9700855248616,868.0790483746239
1185.8597831213224,1685.0402571060215,742.839276187293,1409.9999421400241,1251.514294402458,1688.818928021235,1345.8862347921554,1934.4901874896882,660.3559337573099,874.3055964616377
1232.8814723502733,1542.9793792087,675.3144036918633,1365.0038987464031,1236.031167562801,1619.78379505603,1311.0553811480422,1923.221670510549,684.1189627821458,755.7888340274832
1221.3730576432679,1637.5306742375349,665.3656205357506,1413.7393538390234,1500.3432216324807,1736.6083600893514,1302.6059112510334,1894.942788403923,650.5251380204315,878.7087605851978
1260.2636691858218,1549.8344230925186,706.3134970018783,1325.0797800589073,1498.5596681104737,1799.5818760528186,1442.9091548882636,1898.9501014752664,603.2683678263327,954.2149835451944
1329.7402673545312,1590.7855313774814,686.8155152917094,1430.8229031978394,1489.3521968327866,1749.3485160059408,1531.8044348677954,1964.2596185543787,640.5627354376991,820.9044895402817
1311.9606293950067,1545.5110805633956,626.2518992213718,1409.714540101255,1537.2252538915384,1845.5650646216434,1566.4912021824189,1997.630278286713,629.5412492103343,986.724408658083
1039.7642387560486,1603.1765651617416,525.3322306065761,1473.4872516457199,1525.7157748752045,1565.956701971032,1514.4820370442822,2023.195952914485,628.3501914408026,997.1711027049878
954.0072390837945,1598.655763015964,669.5316001881248,1541.3068569990867,1585.2597501627356,1761.0672991769102,1528.2879577311576,2009.8030349285625,642.695511570938,1056.8180856435001
1189.1499007574605,1610.2107366484668,846.0659716796582,1548.4644220480245,1526.9343617358688,1912.2095980588654,1541.140105844234,1948.8246617680152,632.0128122812598,984.5261151846643
1263.3113139586906,1520.9526938342042,903.1529960463432,1582.7522577803775,1529.5410775500616,1944.136742278247,1560.708181137984,1871.0632187125823,674.3952261054877,999.3845902525923
1276.7158565728316,1560.6507033651758,921.964398295982,1598.7657765433746,1594.8040523737368,1853.675371312259,1553.6731415539628,1914.282074515839,680.8180060539044,936.1402365790326
1342.9276513688708,1609.2018395250836,947.6478513950998,1638.4891981677627,1576.1659216783796,1933.913153894604,1464.1074639819744,1879.3650389560407,656.233278902557,926.3795334352648
1258.6275203669236,1673.9814966145007,955.7150150293603,1617.3912187638778,1508.3405475015215,1937.267637871815,1479.0640259348831,1827.1066989655505,675.0349939817287,1046.0631020997334
1177.785048880793,1715.0146229045029,961.84534476993,1562.8906742852193,1492.8030669937446,1924.6507505321078,1603.4812538509946,1831.878054622664,654.6192343074614,1003.979472755708
1224.5911892046045,1719.8012729983316,1001.6756556274164,1659.669190158517,1606.1055578914584,1868.5818505555712,1638.9184903038274,1916.8728143820547,660.1323918212457,1144.6925150709235
1269.2066399833036,1746.8736243590051,878.057235039642,1661.6504883104456,1591.054953036945,1824.4481853561715,1611.5824876844006,1933.253901269016,683.2835759462723,1144.1720629924018
1374.5673245096232,1769.3223389972352,820.9020455736812,1607.4332185753628,1632.8729196285447,1926.5613668878311,1593.5722913510394,1899.6757120782688,746.2348564765576,1057.8256441273293
1373.6076281678215,1793.7873127542498,782.8501956413786,1679.8643164390842,1581.8236020718998,1864.6248128433801,1572.2152183436542,1961.8660414240055,730.1291579639287,1042.817499288427
1398.197319479237,1799.5533139797308,747.5545162597614,1628.5847401708572,1537.7847555213393,1846.9089550076496,1614.6266717549279,1980.1678494769558,699.1680033258317,894.5532193355234
1371.037345730724,1820.5395828337066,729.6631771942536,1632.349916253348,1481.7733898726146,1809.632688123606,1642.303058405601,1994.5973888748638,646.5172001902332,1032.2108227884469
1280.3022888721166,1757.438551899381,734.6629922378153,1587.0871947597884,1480.8038806820862,1807.557706972836,1688.054321559459,2009.8642391393528,619.1732822930045,1068.2231523469409
1246.853605971357,1806.0015100670767,767.8642601604756,1619.0673038162686,1481.7632311786292,1841.229975003173,1636.9816486416796,1997.8603419722835,677.6215254114577,1221.5497783053645
